id,station_id,station_name,type,path,data,status,deleted_at,created_at,updated_at,comment,solution,solved_by,solved_at,event_solution_id,,,,,3987d5d1-1189-4164-8850-6aeb26fb2a41,Clínica Universitaria
1,3987d5d1-1189-4164-8850-6aeb26fb2a41,Clínica Universitaria,service_error,proxy.actions.start_the_proxy,"{""service"": ""proxy"", ""action"": ""start_the_proxy"", ""stdout"": ""Not running"", ""stderr"": """", ""description"": ""El proxy no est\u00e1 corriendo"", ""solution"": ""Iniciar el servicio de proxy"", ""command"": ""cd /mnt/usb/proxy; sudo python port-forward.py &"", ""path"": ""proxy.actions.start_the_proxy""}",auto_solved,,2022-04-28 02:44:33.000,2022-05-19 18:46:48.000,,,,,,,,,,5c73b8d1-7adb-4fc9-a420-fa715112ba05,Rancho escuela
2,5c73b8d1-7adb-4fc9-a420-fa715112ba05,Rancho escuela,service_error,mysql.actions,"{""service"": ""mysql"", ""stdout"": ""\u25cf mysql.service - LSB: Start and stop the mysql database server daemon\n   Loaded: loaded (/etc/init.d/mysql)\n   Active: failed (Result: exit-code) since Wed 1969-12-31 17:00:55 MST; 52 years 3 months ago\n  Process: 1848 ExecStart=/etc/init.d/mysql start (code=exited, status=1/FAILURE)"", ""stderr"": """", ""description"": null, ""solution"": null, ""command"": null, ""path"": ""mysql.actions""}",auto_solved,,2022-04-28 02:44:43.000,2022-05-19 20:23:46.000,,,,,,,,,,b27aee2f-cbc9-43d2-adf5-1661106cf0df,Anapra
3,5c73b8d1-7adb-4fc9-a420-fa715112ba05,Rancho escuela,service_error,proxy.actions.start_the_proxy,"{""service"": ""proxy"", ""action"": ""start_the_proxy"", ""stdout"": ""Not running"", ""stderr"": """", ""description"": ""El proxy no est\u00e1 corriendo"", ""solution"": ""Iniciar el servicio de proxy"", ""command"": ""cd /mnt/usb/proxy; sudo python port-forward.py &"", ""path"": ""proxy.actions.start_the_proxy""}",auto_solved,,2022-04-28 02:44:44.000,2022-05-20 03:07:44.000,,,,,,,,,,b7077304-c7ca-4247-8e04-19586bdb8f73,IIT
4,cfbe24ac-17b3-4089-a692-9d0f5c9e5394,Babícora,network_error,,"{""path"": """"}",auto_solved,,2022-04-28 02:44:56.000,2022-04-28 02:48:02.000,,,,,,,,,,cfbe24ac-17b3-4089-a692-9d0f5c9e5394,Babícora
5,3987d5d1-1189-4164-8850-6aeb26fb2a41,Clínica Universitaria,service_error,time.actions.bad_time,"{""service"": ""time"", ""action"": ""bad_time"", ""stdout"": ""1651116571"", ""stderr"": """", ""description"": ""Por alguna extra\u00f1a raz\u00f3n el comando date '+%\\s' di\u00f3 error"", ""solution"": ""Por favor, revisa el comando date en la estaci\u00f3n"", ""command"": null, ""path"": ""time.actions.bad_time""}",auto_solved,,2022-04-28 03:29:50.000,2022-04-28 16:20:51.000,,,,,,,,,,e371e793-318b-4910-a87d-7ac6c9f2c67f,Rancho Reforma
6,5c73b8d1-7adb-4fc9-a420-fa715112ba05,,service_error,time.actions.bad_time,"{""service"": ""time"", ""action"": ""bad_time"", ""stdout"": ""1651116593"", ""stderr"": """", ""description"": ""Por alguna extra\u00f1a raz\u00f3n el comando date '+%\\s' di\u00f3 error"", ""solution"": ""Por favor, revisa el comando date en la estaci\u00f3n"", ""command"": null, ""path"": ""time.actions.bad_time""}",auto_solved,,2022-04-28 03:29:58.000,2022-04-28 16:20:58.000,,,,,,,,,,,
7,b7077304-c7ca-4247-8e04-19586bdb8f73,,service_error,time.actions.bad_time,"{""service"": ""time"", ""action"": ""bad_time"", ""stdout"": ""1651116584"", ""stderr"": """", ""description"": ""Por alguna extra\u00f1a raz\u00f3n el comando date '+%\\s' di\u00f3 error"", ""solution"": ""Por favor, revisa el comando date en la estaci\u00f3n"", ""command"": null, ""path"": ""time.actions.bad_time""}",auto_solved,,2022-04-28 03:30:00.000,2022-04-28 16:20:59.000,,,,,,,,,,,
8,cfbe24ac-17b3-4089-a692-9d0f5c9e5394,,service_error,time.actions.bad_time,"{""service"": ""time"", ""action"": ""bad_time"", ""stdout"": ""1651116605"", ""stderr"": """", ""description"": ""Por alguna extra\u00f1a raz\u00f3n el comando date '+%\\s' di\u00f3 error"", ""solution"": ""Por favor, revisa el comando date en la estaci\u00f3n"", ""command"": null, ""path"": ""time.actions.bad_time""}",auto_solved,,2022-04-28 03:30:03.000,2022-04-28 16:21:02.000,,,,,,,,,,,
9,e371e793-318b-4910-a87d-7ac6c9f2c67f,,service_error,time.actions.bad_time,"{""service"": ""time"", ""action"": ""bad_time"", ""stdout"": ""1651116605"", ""stderr"": """", ""description"": ""Por alguna extra\u00f1a raz\u00f3n el comando date '+%\\s' di\u00f3 error"", ""solution"": ""Por favor, revisa el comando date en la estaci\u00f3n"", ""command"": null, ""path"": ""time.actions.bad_time""}",auto_solved,,2022-04-28 03:30:10.000,2022-04-28 16:21:07.000,,,,,,,,,,,
10,5c73b8d1-7adb-4fc9-a420-fa715112ba05,,network_error,,"{""path"": """"}",auto_solved,,2022-04-28 04:22:15.000,2022-04-28 04:32:46.000,,,,,,,,,,,
11,b7077304-c7ca-4247-8e04-19586bdb8f73,,service_error,RoPi.actions.read_write_enabled,"{""service"": ""RoPi"", ""action"": ""read_write_enabled"", ""stdout"": ""rw"", ""stderr"": """", ""description"": ""La estaci\u00f3n est\u00e1 en modo escritura"", ""solution"": ""Reactivar el modo s\u00f3lo lectura"", ""command"": ""sudo remountro"", ""path"": ""RoPi.actions.read_write_enabled""}",auto_solved,,2022-04-28 06:16:41.000,2022-04-28 06:27:08.000,,,,,,,,,,,
12,cfbe24ac-17b3-4089-a692-9d0f5c9e5394,,network_error,,"{""path"": """"}",auto_solved,,2022-04-28 12:40:33.000,2022-04-28 12:50:54.000,,,,,,,,,,,
13,3987d5d1-1189-4164-8850-6aeb26fb2a41,,driver_error,,"{""path"": """"}",auto_solved,,2022-04-28 15:57:01.000,2022-04-28 16:20:51.000,,,,,,,,,,,
14,5c73b8d1-7adb-4fc9-a420-fa715112ba05,,driver_error,,"{""path"": """"}",auto_solved,,2022-04-28 15:57:04.000,2022-04-28 16:20:58.000,,,,,,,,,,,
15,b7077304-c7ca-4247-8e04-19586bdb8f73,,driver_error,,"{""path"": """"}",auto_solved,,2022-04-28 15:57:05.000,2022-04-28 16:20:59.000,,,,,,,,,,,
16,cfbe24ac-17b3-4089-a692-9d0f5c9e5394,,driver_error,,"{""path"": """"}",auto_solved,,2022-04-28 15:57:06.000,2022-04-28 16:21:02.000,,,,,,,,,,,
17,e371e793-318b-4910-a87d-7ac6c9f2c67f,,driver_error,,"{""path"": """"}",auto_solved,,2022-04-28 15:57:10.000,2022-04-28 16:21:07.000,,,,,,,,,,,
18,3987d5d1-1189-4164-8850-6aeb26fb2a41,,service_error,time.actions.bad_time,"{""service"": ""time"", ""action"": ""bad_time"", ""stdout"": ""true -20"", ""stderr"": """", ""description"": ""La fecha es incorrecta"", ""solution"": ""Verifique la fecha y hora del sistema"", ""command"": null, ""path"": ""time.actions.bad_time""}",auto_solved,,2022-04-28 16:41:33.000,2022-04-28 16:52:40.000,,,,,,,,,,,
19,5c73b8d1-7adb-4fc9-a420-fa715112ba05,,service_error,time.actions.bad_time,"{""service"": ""time"", ""action"": ""bad_time"", ""stdout"": ""true -20"", ""stderr"": """", ""description"": ""La fecha es incorrecta"", ""solution"": ""Verifique la fecha y hora del sistema"", ""command"": null, ""path"": ""time.actions.bad_time""}",auto_solved,,2022-04-28 16:41:41.000,2022-04-28 16:52:46.000,,,,,,,,,,,
20,b7077304-c7ca-4247-8e04-19586bdb8f73,,service_error,time.actions.bad_time,"{""service"": ""time"", ""action"": ""bad_time"", ""stdout"": ""true -20"", ""stderr"": """", ""description"": ""La fecha es incorrecta"", ""solution"": ""Verifique la fecha y hora del sistema"", ""command"": null, ""path"": ""time.actions.bad_time""}",auto_solved,,2022-04-28 16:41:42.000,2022-04-28 16:52:47.000,,,,,,,,,,,
21,cfbe24ac-17b3-4089-a692-9d0f5c9e5394,,service_error,time.actions.bad_time,"{""service"": ""time"", ""action"": ""bad_time"", ""stdout"": ""true -21"", ""stderr"": """", ""description"": ""La fecha es incorrecta"", ""solution"": ""Verifique la fecha y hora del sistema"", ""command"": null, ""path"": ""time.actions.bad_time""}",auto_solved,,2022-04-28 16:41:47.000,2022-04-28 16:52:50.000,,,,,,,,,,,
22,e371e793-318b-4910-a87d-7ac6c9f2c67f,,service_error,time.actions.bad_time,"{""service"": ""time"", ""action"": ""bad_time"", ""stdout"": ""true -21"", ""stderr"": """", ""description"": ""La fecha es incorrecta"", ""solution"": ""Verifique la fecha y hora del sistema"", ""command"": null, ""path"": ""time.actions.bad_time""}",auto_solved,,2022-04-28 16:41:53.000,2022-04-28 16:52:55.000,,,,,,,,,,,
23,3987d5d1-1189-4164-8850-6aeb26fb2a41,,service_error,time.actions.bad_time,"{""service"": ""time"", ""action"": ""bad_time"", ""stdout"": ""true -20"", ""stderr"": """", ""description"": ""La fecha es incorrecta"", ""solution"": ""Verifique la fecha y hora del sistema"", ""command"": null, ""path"": ""time.actions.bad_time""}",auto_solved,,2022-04-28 17:13:21.000,2022-04-28 18:11:37.000,,,,,,,,,,,
24,5c73b8d1-7adb-4fc9-a420-fa715112ba05,,service_error,time.actions.bad_time,"{""service"": ""time"", ""action"": ""bad_time"", ""stdout"": ""true -20"", ""stderr"": """", ""description"": ""La fecha es incorrecta"", ""solution"": ""Verifique la fecha y hora del sistema"", ""command"": null, ""path"": ""time.actions.bad_time""}",auto_solved,,2022-04-28 17:13:28.000,2022-04-28 18:11:44.000,,,,,,,,,,,
25,b7077304-c7ca-4247-8e04-19586bdb8f73,,service_error,time.actions.bad_time,"{""service"": ""time"", ""action"": ""bad_time"", ""stdout"": ""true -20"", ""stderr"": """", ""description"": ""La fecha es incorrecta"", ""solution"": ""Verifique la fecha y hora del sistema"", ""command"": null, ""path"": ""time.actions.bad_time""}",auto_solved,,2022-04-28 17:13:29.000,2022-04-28 18:11:45.000,,,,,,,,,,,
26,cfbe24ac-17b3-4089-a692-9d0f5c9e5394,,service_error,time.actions.bad_time,"{""service"": ""time"", ""action"": ""bad_time"", ""stdout"": ""true -21"", ""stderr"": """", ""description"": ""La fecha es incorrecta"", ""solution"": ""Verifique la fecha y hora del sistema"", ""command"": null, ""path"": ""time.actions.bad_time""}",auto_solved,,2022-04-28 17:13:32.000,2022-04-28 18:11:57.000,,,,,,,,,,,
27,e371e793-318b-4910-a87d-7ac6c9f2c67f,,service_error,time.actions.bad_time,"{""service"": ""time"", ""action"": ""bad_time"", ""stdout"": ""true -21"", ""stderr"": """", ""description"": ""La fecha es incorrecta"", ""solution"": ""Verifique la fecha y hora del sistema"", ""command"": null, ""path"": ""time.actions.bad_time""}",auto_solved,,2022-04-28 17:13:38.000,2022-04-28 18:12:03.000,,,,,,,,,,,
28,3987d5d1-1189-4164-8850-6aeb26fb2a41,,service_error,time.actions.bad_time,"{""service"": ""time"", ""action"": ""bad_time"", ""stdout"": ""true -20"", ""stderr"": """", ""description"": ""La fecha es incorrecta"", ""solution"": ""Verifique la fecha y hora del sistema"", ""command"": null, ""path"": ""time.actions.bad_time""}",auto_solved,,2022-04-28 18:32:30.000,2022-04-28 22:33:40.000,,,,,,,,,,,
29,5c73b8d1-7adb-4fc9-a420-fa715112ba05,,service_error,time.actions.bad_time,"{""service"": ""time"", ""action"": ""bad_time"", ""stdout"": ""true -21"", ""stderr"": """", ""description"": ""La fecha es incorrecta"", ""solution"": ""Verifique la fecha y hora del sistema"", ""command"": null, ""path"": ""time.actions.bad_time""}",auto_solved,,2022-04-28 18:32:37.000,2022-04-28 22:33:46.000,,,,,,,,,,,
30,b7077304-c7ca-4247-8e04-19586bdb8f73,,service_error,time.actions.bad_time,"{""service"": ""time"", ""action"": ""bad_time"", ""stdout"": ""true -20"", ""stderr"": """", ""description"": ""La fecha es incorrecta"", ""solution"": ""Verifique la fecha y hora del sistema"", ""command"": null, ""path"": ""time.actions.bad_time""}",auto_solved,,2022-04-28 18:32:39.000,2022-04-28 22:33:47.000,,,,,,,,,,,
31,cfbe24ac-17b3-4089-a692-9d0f5c9e5394,,service_error,time.actions.bad_time,"{""service"": ""time"", ""action"": ""bad_time"", ""stdout"": ""true -21"", ""stderr"": """", ""description"": ""La fecha es incorrecta"", ""solution"": ""Verifique la fecha y hora del sistema"", ""command"": null, ""path"": ""time.actions.bad_time""}",auto_solved,,2022-04-28 18:32:41.000,2022-04-28 22:33:50.000,,,,,,,,,,,
32,e371e793-318b-4910-a87d-7ac6c9f2c67f,,service_error,time.actions.bad_time,"{""service"": ""time"", ""action"": ""bad_time"", ""stdout"": ""true -21"", ""stderr"": """", ""description"": ""La fecha es incorrecta"", ""solution"": ""Verifique la fecha y hora del sistema"", ""command"": null, ""path"": ""time.actions.bad_time""}",auto_solved,,2022-04-28 18:32:48.000,2022-04-28 22:33:56.000,,,,,,,,,,,
33,cfbe24ac-17b3-4089-a692-9d0f5c9e5394,,network_error,,"{""path"": """"}",auto_solved,,2022-04-28 20:06:14.000,2022-04-28 20:16:36.000,,,,,,,,,,,
34,cfbe24ac-17b3-4089-a692-9d0f5c9e5394,,network_error,,"{""path"": """"}",auto_solved,,2022-04-29 05:29:20.000,2022-04-29 05:39:47.000,,,,,,,,,,,
35,cfbe24ac-17b3-4089-a692-9d0f5c9e5394,,network_error,,"{""path"": """"}",auto_solved,,2022-04-29 11:21:39.000,2022-04-29 11:32:02.000,,,,,,,,,,,
36,5c73b8d1-7adb-4fc9-a420-fa715112ba05,,network_error,,"{""path"": """"}",auto_solved,,2022-04-29 13:56:54.000,2022-04-29 14:27:55.000,,,,,,,,,,,
37,5c73b8d1-7adb-4fc9-a420-fa715112ba05,,network_error,,"{""path"": """"}",auto_solved,,2022-04-29 17:03:12.000,2022-04-30 21:45:19.000,,,,,,,,,,,
38,cfbe24ac-17b3-4089-a692-9d0f5c9e5394,,network_error,,"{""path"": """"}",auto_solved,,2022-04-29 22:55:22.000,2022-04-29 23:05:49.000,,,,,,,,,,,
39,cfbe24ac-17b3-4089-a692-9d0f5c9e5394,,network_error,,"{""path"": """"}",auto_solved,,2022-04-30 10:46:03.000,2022-04-30 10:56:29.000,,,,,,,,,,,
40,cfbe24ac-17b3-4089-a692-9d0f5c9e5394,,network_error,,"{""path"": """"}",auto_solved,,2022-04-30 14:25:28.000,2022-04-30 14:35:54.000,,,,,,,,,,,
41,b7077304-c7ca-4247-8e04-19586bdb8f73,,service_error,RoPi.actions.read_write_enabled,"{""service"": ""RoPi"", ""action"": ""read_write_enabled"", ""stdout"": ""rw"", ""stderr"": """", ""description"": ""La estaci\u00f3n est\u00e1 en modo escritura"", ""solution"": ""Reactivar el modo s\u00f3lo lectura"", ""command"": ""sudo remountro"", ""path"": ""RoPi.actions.read_write_enabled""}",auto_solved,,2022-04-30 18:25:48.000,2022-04-30 18:36:15.000,,,,,,,,,,,
42,b27aee2f-cbc9-43d2-adf5-1661106cf0df,,service_error,weewx.actions,"{""service"": ""weewx"", ""stdout"": ""\u25cf weewx.service - LSB: weewx weather system\n   Loaded: loaded (/etc/init.d/weewx)\n   Active: failed (Result: timeout) since Sat 2022-04-30 12:55:48 MDT; 11min ago\n  Process: 6698 ExecStop=/etc/init.d/weewx stop (code=exited, status=0/SUCCESS)\n  Process: 6744 ExecStart=/etc/init.d/weewx start (code=killed, signal=TERM)"", ""stderr"": """", ""description"": null, ""solution"": null, ""command"": null, ""path"": ""weewx.actions""}",auto_solved,,2022-04-30 19:07:38.000,2022-05-01 20:21:57.000,,,,,,,,,,,
43,cfbe24ac-17b3-4089-a692-9d0f5c9e5394,,network_error,,"{""path"": """"}",auto_solved,,2022-05-02 06:08:40.000,2022-05-02 06:29:40.000,,,,,,,,,,,
44,cfbe24ac-17b3-4089-a692-9d0f5c9e5394,,network_error,,"{""path"": """"}",auto_solved,,2022-05-02 13:06:11.000,2022-05-02 13:16:37.000,,,,,,,,,,,
45,cfbe24ac-17b3-4089-a692-9d0f5c9e5394,,network_error,,"{""path"": """"}",auto_solved,,2022-05-02 16:35:08.000,2022-05-02 16:45:35.000,,,,,,,,,,,
46,3987d5d1-1189-4164-8850-6aeb26fb2a41,,network_error,,"{""path"": """"}",auto_solved,,2022-05-02 17:06:20.000,2022-05-02 17:48:08.000,,,,,,,,,,,
47,cfbe24ac-17b3-4089-a692-9d0f5c9e5394,,network_error,,"{""path"": """"}",auto_solved,,2022-05-02 18:51:26.000,2022-05-02 19:01:53.000,,,,,,,,,,,
48,cfbe24ac-17b3-4089-a692-9d0f5c9e5394,,network_error,,"{""path"": """"}",auto_solved,,2022-05-03 03:14:02.000,2022-05-03 03:24:35.000,,,,,,,,,,,
49,cfbe24ac-17b3-4089-a692-9d0f5c9e5394,,network_error,,"{""path"": """"}",auto_solved,,2022-05-03 04:06:51.000,2022-05-03 04:17:19.000,,,,,,,,,,,
50,cfbe24ac-17b3-4089-a692-9d0f5c9e5394,,network_error,,"{""path"": """"}",auto_solved,,2022-05-04 09:24:22.000,2022-05-04 09:34:50.000,,,,,,,,,,,
51,cfbe24ac-17b3-4089-a692-9d0f5c9e5394,,network_error,,"{""path"": """"}",auto_solved,,2022-05-04 12:53:24.000,2022-05-04 13:03:51.000,,,,,,,,,,,
52,cfbe24ac-17b3-4089-a692-9d0f5c9e5394,,network_error,,"{""path"": """"}",auto_solved,,2022-05-04 14:17:09.000,2022-05-04 14:27:37.000,,,,,,,,,,,
53,cfbe24ac-17b3-4089-a692-9d0f5c9e5394,,network_error,,"{""path"": """"}",auto_solved,,2022-05-04 21:51:59.000,2022-05-04 22:03:07.000,,,,,,,,,,,
54,cfbe24ac-17b3-4089-a692-9d0f5c9e5394,,network_error,,"{""path"": """"}",auto_solved,,2022-05-04 22:14:21.000,2022-05-04 22:25:26.000,,,,,,,,,,,
55,e371e793-318b-4910-a87d-7ac6c9f2c67f,,network_error,,"{""path"": """"}",auto_solved,,2022-05-04 22:36:35.000,2022-05-04 22:47:25.000,,,,,,,,,,,
56,cfbe24ac-17b3-4089-a692-9d0f5c9e5394,,network_error,,"{""path"": """"}",auto_solved,,2022-05-05 06:12:36.000,2022-05-05 06:23:03.000,,,,,,,,,,,
57,5c73b8d1-7adb-4fc9-a420-fa715112ba05,,network_error,,"{""path"": """"}",auto_solved,,2022-05-05 07:46:24.000,2022-05-06 08:42:58.000,,,,,,,,,,,
58,cfbe24ac-17b3-4089-a692-9d0f5c9e5394,,network_error,,"{""path"": """"}",auto_solved,,2022-05-05 12:50:30.000,2022-05-05 13:01:02.000,,,,,,,,,,,
59,cfbe24ac-17b3-4089-a692-9d0f5c9e5394,,network_error,,"{""path"": """"}",auto_solved,,2022-05-05 16:32:25.000,2022-05-05 16:42:57.000,,,,,,,,,,,
60,b27aee2f-cbc9-43d2-adf5-1661106cf0df,,network_error,,"{""path"": """"}",auto_solved,,2022-05-05 19:31:50.000,2022-05-05 19:42:23.000,,,,,,,,,,,
61,cfbe24ac-17b3-4089-a692-9d0f5c9e5394,,network_error,,"{""path"": """"}",auto_solved,,2022-05-05 20:56:32.000,2022-05-05 21:07:05.000,,,,,,,,,,,
62,cfbe24ac-17b3-4089-a692-9d0f5c9e5394,,network_error,,"{""path"": """"}",auto_solved,,2022-05-06 05:12:29.000,2022-05-06 05:23:01.000,,,,,,,,,,,
63,cfbe24ac-17b3-4089-a692-9d0f5c9e5394,,network_error,,"{""path"": """"}",auto_solved,,2022-05-06 15:09:48.000,2022-05-10 06:11:32.000,,,,,,,,,,,
64,5c73b8d1-7adb-4fc9-a420-fa715112ba05,,network_error,,"{""path"": """"}",auto_solved,,2022-05-07 05:59:19.000,2022-05-07 06:09:57.000,,,,,,,,,,,
65,e371e793-318b-4910-a87d-7ac6c9f2c67f,,network_error,,"{""path"": """"}",auto_solved,,2022-05-07 13:04:10.000,2022-05-08 07:45:26.000,,,,,,,,,,,
66,b7077304-c7ca-4247-8e04-19586bdb8f73,,network_error,,"{""path"": """"}",auto_solved,,2022-05-08 15:11:04.000,2022-05-08 15:21:43.000,,,,,,,,,,,
67,cfbe24ac-17b3-4089-a692-9d0f5c9e5394,,network_error,,"{""path"": """"}",auto_solved,,2022-05-10 13:52:31.000,2022-05-17 16:49:15.000,,,,,,,,,,,
68,e371e793-318b-4910-a87d-7ac6c9f2c67f,,network_error,,"{""path"": """"}",auto_solved,,2022-05-10 21:28:42.000,2022-05-10 21:39:22.000,,,,,,,,,,,
69,3987d5d1-1189-4164-8850-6aeb26fb2a41,,network_error,,"{""path"": """"}",auto_solved,,2022-05-11 09:10:32.000,2022-05-11 11:06:36.000,,,,,,,,,,,
70,e371e793-318b-4910-a87d-7ac6c9f2c67f,,network_error,,"{""path"": """"}",auto_solved,,2022-05-11 20:09:46.000,2022-05-13 20:00:21.000,,,,,,,,,,,
71,5c73b8d1-7adb-4fc9-a420-fa715112ba05,,network_error,,"{""path"": """"}",auto_solved,,2022-05-13 06:45:03.000,2022-05-13 16:24:37.000,,,,,,,,,,,
72,5c73b8d1-7adb-4fc9-a420-fa715112ba05,,network_error,,"{""path"": """"}",auto_solved,,2022-05-15 01:47:31.000,2022-05-15 01:58:10.000,,,,,,,,,,,
73,e371e793-318b-4910-a87d-7ac6c9f2c67f,,network_error,,"{""path"": """"}",auto_solved,,2022-05-15 22:43:52.000,2022-05-18 06:39:12.000,,,,,,,,,,,
74,b27aee2f-cbc9-43d2-adf5-1661106cf0df,,network_error,,"{""path"": """"}",auto_solved,,2022-05-16 07:47:58.000,2022-05-16 08:09:28.000,,,,,,,,,,,
75,5c73b8d1-7adb-4fc9-a420-fa715112ba05,,network_error,,"{""path"": """"}",auto_solved,,2022-05-16 17:28:59.000,2022-05-16 17:39:46.000,,,,,,,,,,,
76,5c73b8d1-7adb-4fc9-a420-fa715112ba05,,network_error,,"{""path"": """"}",auto_solved,,2022-05-16 20:10:32.000,2022-05-16 20:31:58.000,,,,,,,,,,,
77,b27aee2f-cbc9-43d2-adf5-1661106cf0df,,network_error,,"{""path"": """"}",auto_solved,,2022-05-17 03:32:06.000,2022-05-17 03:42:53.000,,,,,,,,,,,
78,5c73b8d1-7adb-4fc9-a420-fa715112ba05,,network_error,,"{""path"": """"}",auto_solved,,2022-05-17 16:49:06.000,2022-05-19 03:34:41.000,,,,,,,,,,,
79,cfbe24ac-17b3-4089-a692-9d0f5c9e5394,,network_error,,"{""path"": """"}",auto_solved,,2022-05-17 19:37:37.000,2022-05-17 19:48:07.000,,,,,,,,,,,
80,e371e793-318b-4910-a87d-7ac6c9f2c67f,,network_error,,"{""path"": """"}",auto_solved,,2022-05-18 10:52:48.000,2022-05-18 11:13:52.000,,,,,,,,,,,
81,cfbe24ac-17b3-4089-a692-9d0f5c9e5394,,network_error,,"{""path"": """"}",auto_solved,,2022-05-18 13:41:54.000,2022-05-18 13:52:29.000,,,,,,,,,,,
82,cfbe24ac-17b3-4089-a692-9d0f5c9e5394,,network_error,,"{""path"": """"}",auto_solved,,2022-05-19 01:15:45.000,2022-05-19 01:26:26.000,,,,,,,,,,,
83,cfbe24ac-17b3-4089-a692-9d0f5c9e5394,,network_error,,"{""path"": """"}",auto_solved,,2022-05-19 01:47:54.000,2022-05-19 01:58:36.000,,,,,,,,,,,
84,cfbe24ac-17b3-4089-a692-9d0f5c9e5394,,network_error,,"{""path"": """"}",auto_solved,,2022-05-19 17:19:54.000,2022-05-19 17:22:57.000,,,,,,,,,,,
85,e371e793-318b-4910-a87d-7ac6c9f2c67f,,network_error,,"{""path"": """"}",auto_solved,,2022-05-19 18:13:56.000,2022-05-19 21:27:35.000,,,,,,,,,,,
86,5c73b8d1-7adb-4fc9-a420-fa715112ba05,,service_error,RoPi.actions.read_write_enabled,"{""service"": ""RoPi"", ""action"": ""read_write_enabled"", ""stdout"": ""rw"", ""stderr"": """", ""description"": ""La estaci\u00f3n est\u00e1 en modo escritura"", ""solution"": ""Reactivar el modo s\u00f3lo lectura"", ""command"": ""sudo remountro"", ""path"": ""RoPi.actions.read_write_enabled""}",auto_solved,,2022-05-19 19:30:50.000,2022-05-19 19:52:00.000,,,,,,,,,,,
87,5c73b8d1-7adb-4fc9-a420-fa715112ba05,,service_error,RoPi.actions.read_write_enabled,"{""service"": ""RoPi"", ""action"": ""read_write_enabled"", ""stdout"": ""rw"", ""stderr"": """", ""description"": ""La estaci\u00f3n est\u00e1 en modo escritura"", ""solution"": ""Reactivar el modo s\u00f3lo lectura"", ""command"": ""sudo remountro"", ""path"": ""RoPi.actions.read_write_enabled""}",auto_solved,,2022-05-19 20:02:37.000,2022-05-19 20:44:56.000,,,,,,,,,,,
88,b7077304-c7ca-4247-8e04-19586bdb8f73,,service_error,RoPi.actions.read_write_enabled,"{""service"": ""RoPi"", ""action"": ""read_write_enabled"", ""stdout"": ""rw"", ""stderr"": """", ""description"": ""La estaci\u00f3n est\u00e1 en modo escritura"", ""solution"": ""Reactivar el modo s\u00f3lo lectura"", ""command"": ""sudo remountro"", ""path"": ""RoPi.actions.read_write_enabled""}",auto_solved,,2022-05-20 02:33:37.000,2022-05-20 03:02:03.000,,,,,,,,,,,
89,b7077304-c7ca-4247-8e04-19586bdb8f73,,service_error,RoPi.actions.read_write_enabled,"{""service"": ""RoPi"", ""action"": ""read_write_enabled"", ""stdout"": ""rw"", ""stderr"": """", ""description"": ""La estaci\u00f3n est\u00e1 en modo escritura"", ""solution"": ""Reactivar el modo s\u00f3lo lectura"", ""command"": ""sudo remountro"", ""path"": ""RoPi.actions.read_write_enabled""}",auto_solved,,2022-05-20 03:04:23.000,2022-05-20 03:04:42.000,,,,,,,,,,,
90,5c73b8d1-7adb-4fc9-a420-fa715112ba05,,network_error,,"{""path"": """"}",auto_solved,,2022-05-20 06:01:31.000,2022-05-20 06:22:50.000,,,,,,,,,,,
91,cfbe24ac-17b3-4089-a692-9d0f5c9e5394,,network_error,,"{""path"": """"}",auto_solved,,2022-05-20 06:12:20.000,2022-05-20 06:23:03.000,,,,,,,,,,,
92,3987d5d1-1189-4164-8850-6aeb26fb2a41,,service_error,disk.actions,"{""service"": ""disk"", ""stdout"": """", ""stderr"": ""bash: -c: line 0: syntax error near unexpected token `('\nbash: -c: line 0: `PERCENT=$(df /mnt/usb --output=pcent | tail -n 1 | tr -d '%')if (( $PERCENT > 80 )); then echo \""true $PERCENT\""; else echo \""false $PERCENT\""; fi'"", ""description"": null, ""solution"": null, ""command"": null, ""path"": ""disk.actions""}",auto_solved,,2022-05-20 08:30:44.000,2022-05-20 08:32:10.000,,,,,,,,,,,
93,5c73b8d1-7adb-4fc9-a420-fa715112ba05,,service_error,disk.actions,"{""service"": ""disk"", ""stdout"": """", ""stderr"": ""bash: -c: line 0: syntax error near unexpected token `('\nbash: -c: line 0: `PERCENT=$(df /mnt/usb --output=pcent | tail -n 1 | tr -d '%')if (( $PERCENT > 80 )); then echo \""true $PERCENT\""; else echo \""false $PERCENT\""; fi'"", ""description"": null, ""solution"": null, ""command"": null, ""path"": ""disk.actions""}",auto_solved,,2022-05-20 08:30:58.000,2022-05-20 08:32:24.000,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
